Author,Recommender,Title,category,google_id,pages,publication_date
Lee Child,Malcolm Gladwell,Gone Tomorrow,['FICTION'],mmWODQAAQBAJ,422.0,2014
Gary Taubes,Naval Ravikant | Peter Attia | Zooko Wilcox,"Good Calories, Bad Calories",['Fiction'],2lo9uGL2VTkC,543.0,2010
Stuart Dischell,Rolf Potts,Good Hope Road,['Health & Fitness'],Xdm40JUD9HwC,609.0,2008
Patsy Scarry,Paul Graham,"Good Night, Little Bear",['Poetry'],QG-wjwEACAAJ,96.0,2016-04-04
Mira Jacob,Alicia Keys,Good Talk,,wxEHzQEACAAJ,,1969
Jim Collins,Ev Williams | Brian Armstrong | Dave Ramsey | Jeff Bezos | Max Levchin | Jason Calacanis | Frank Blake | Tracy DiNunzio,Good to Great,['Biography & Autobiography'],L8vSDwAAQBAJ,368.0,2020-03-24
Margaret Wise Brown,Hillary Clinton | Arianna Huffington | Krista Tippett,Goodnight Moon,['Business & Economics'],7io-2eqxSS0C,320.0,2011-07-19
Ken Auletta,Keith Rabois | Brian Chesky,Googled,['Bedtime'],S8_NugAACAAJ,30.0,2012
Elinor Ostrom,Stewart Brand,Governing the Commons,['Business & Economics'],r12JDQAAQBAJ,418.0,2010
Maricel E. Presilla,Samin Nosrat,Gran Cocina Latina,['Business & Economics'],daKNCgAAQBAJ,294.0,2015-09-23
Georg Gerster,Stewart Brand,Grand Design,['Cooking'],H-ZRGwAACAAJ,901.0,2012
Graham Ross,Eric Weinstein,Grand Unified Theories,['Aerial photography in geography'],J5kuGwAACAAJ,200.0,1976
Ron Chernow,Barack Obama,Grant,['Science'],ccj_swEACAAJ,512.0,2003-09-05
Charles W. Misner,Eric Weinstein,Gravitation,['Biography & Autobiography'],1eZvDwAAQBAJ,1104.0,2018-09-25
James B. Hartle,Brian Cox,Gravity,['Science'],zAAuDwAAQBAJ,1336.0,2017-10-03
Charles Dickens,Oprah Winfrey | Richard Branson,Great Expectations,['Science'],9F02ngEACAAJ,554.0,2013-11-01
Paul Negri,Naval Ravikant,Great Short Poems,,fhUXAAAAYAAJ,,1881
Philip Kerr,Lewis Cantley,Greeks Bearing Gifts,['Poetry'],D5MoAwAAQBAJ,64.0,2000-02-18
Ernest Hemingway,Josh Waitzkin,Green Hills of Africa,['Fiction'],QrmHDwAAQBAJ,528.0,2019-03-12
Clement Freud,J.K. Rowling,Grimble,['Biography & Autobiography'],ZdFQAQAAQBAJ,208.0,2014-05-22
Angela Duckworth,Tim Ferriss | Josh Waitzkin,Grit,['Juvenile Fiction'],B86WJkKGu0oC,128.0,2009-05-04
Vaclav Smil,Bill Gates,Growth,['Self-Help'],pFoJCgAAQBAJ,352.0,2016-05-03
Knut Hamsun,Caterina Fake,Growth of the Soil,['Political Science'],XmquDwAAQBAJ,664.0,2019-10-01
Jay Conrad Levinson,Drew Houston,Guerilla Marketing,['Fiction'],pWlKuv48dQsC,328.0,2007
Jonathan Swift,Neil deGrasse Tyson,Gulliver's Travels,['Business & Economics'],5yP00eRWSgcC,,2013-03-10
Jonathan Lethem,Adam Savage,"Gun, with Occasional Music",,srVbAAAAQAAJ,344.0,1863
Jared Diamond,Bill Gates | Joe Rogan | Stewart Brand | Charlie Munger | Simon Sinek | Daniel Ek | Jesse Williams | Patrick Arnold,"Guns, Germs, and Steel",['Fiction'],ObDqDwAAQBAJ,284.0,2003-09-01
Carlo M. Cipolla,Paul Graham,"Guns, Sails, and Empires",['Social Science'],PWnWRFEGoeUC,528.0,1999-04-17
Douglas R. Hofstadter,Naval Ravikant | Kevin Kelly | Steve Jurvetson | Demis Hassabis,"Gödel, Escher, Bach",['Europe'],ASF8twEACAAJ,192.0,1985
Helen Macdonald,Barack Obama,H Is for Hawk,['Art and music'],grzEQgAACAAJ,832.0,2000
Steven Levy,Ev Williams | Donald Knuth | Zooko Wilcox,Hackers,['Biography & Autobiography'],RTojBQAAQBAJ,288.0,2015-03-03
Paul Graham,Ev Williams | Ryan Holiday | Keith Rabois | Brian Armstrong,Hackers & Painters,['Computers'],mShXzzKtpmEC,520.0,2010-05-19
Donna Brazile,Marc Andreessen,Hacks,['Language Arts & Disciplines'],7rqzDwAAQBAJ,224.0,2019-11-26
Yamamoto Tsunetomo,Naval Ravikant,Hagakure,['Political Science'],s8YrDwAAQBAJ,256.0,2017-11-07
Harold G. Moore,Jocko Willink,Hal Moore on Leadership,['Fiction'],KZu3CwAAQBAJ,89.0,2015-06-08
Nicholas D. Kristof,Emma Watson,Half the Sky,['Command of troops'],MHt-tAEACAAJ,168.0,2017-06-27
Richard Evans Schultes,Dr. Andrew Weil,Hallucinogenic Plants,['Political Science'],q2eNLtaZ7osC,320.0,2009-09-08
William Shakespeare,Naval Ravikant | Ryan Holiday,Hamlet,['Hallucinogenic plants'],H408AAAACAAJ,160.0,1976-01-01
Eric Pepin,Dorian Yates,Handbook of the Navigator,,kz0OAAAAIAAJ,,1905
Leland de la Durantaye,Caterina Fake,Hannah Versus the Tree,"['Body, Mind & Spirit']",GgOgJYPWT7sC,262.0,2011-05-25
Neil Gaiman,Tim Ferriss,Hansel and Gretel,['Fiction'],LkvAswEACAAJ,170.0,2018-11-20
Matthieu Ricard,Richard Branson,Happiness,"[""Children's stories""]",XRvWoAEACAAJ,56.0,2014-11-01
Charles Montgomery,Mr. Money Mustache,Happy City,['Self-Help'],lfJof4vMsQ0C,304.0,2008-12-14
Elizabeth Dunn,Tim Ferriss,Happy Money,['Political Science'],lWcTAAAAQBAJ,368.0,2013-11-12
James Wallace,Paul Graham,Hard Drive,['Business & Economics'],DSWylrWYrYgC,224.0,2013-05-14
Thomas Petzinger Jr.,Patrick Collison,Hard Landing,['Business & Economics'],XdYOGBhp0SAC,426.0,1993-06-01
Haruki Murakami,Matt Mullenweg,Hard-Boiled Wonderland and the End of the World,['Business & Economics'],GF5GZaTd8qsC,624.0,2010-12-01
Harley Flanagan,Jocko Willink,Hard-Core,['Fiction'],BgruFujfHF8C,416.0,2011-08-17
Louise Fitzhugh,Gretchen Rubin,Harriet the Spy,['Biography & Autobiography'],uQgNDQAAQBAJ,448.0,2016-09-05
J.K. Rowling,Taylor Swift | Ariana Grande | Emma Watson | Shah Rukh Khan | Paul Graham | Gretchen Rubin | Phil Keoghan,Harry Potter,['Juvenile Fiction'],dojO5RBS1x0C,320.0,2009-07-01
Vaclav Smil,Bill Gates,Harvesting the Biosphere,,9v1GPQAACAAJ,,2004-05
Nick Bilton,Casey Neistat,Hatching Twitter,['Nature'],IKHopZG3drgC,307.0,2013
Alice Munro,Sam Altman,"Hateship, Friendship, Courtship, Loveship, Marriage",['Business & Economics'],GX8ODAAAQBAJ,302.0,2014
Janet Booth,Jocko Willink,He Was No Coward,['Fiction'],MFPgCwAAQBAJ,32.0,2016-05-01
Abdul El-Sayed,Andrew Yang,Healing Politics,,qRNaswEACAAJ,254.0,2017-11-11
George C. Halvorson,Bill Gates,Health Care Will Not Reform Itself,['Medical'],9My9DwAAQBAJ,352.0,2020-03-31
Terese Marie Mailhot,Emma Watson,Heart Berries,['Business & Economics'],St2ajsesGlEC,184.0,2009-05-27
Brian Stann,Jocko Willink,Heart for the Fight,['Biography & Autobiography'],bYktDwAAQBAJ,142.0,2018-02-13
Sarah Smarsh,Barack Obama,Heartland,['Biography & Autobiography'],PWV_F0DnxaQC,320.0,2010-11-10
T. Fred Harvey,Jocko Willink,"Hell Yes, I'd Do It Again",['Biography & Autobiography'],G52nDwAAQBAJ,320.0,2019-09-03
Robert Leckie,Jocko Willink,Helmet for My Pillow,['Biography & Autobiography'],0BIaYAAACAAJ,316.0,2010-11
William Shakespeare,Jocko Willink,Henry V,['History'],jy9vCwAAQBAJ,480.0,2015-11-06
Erwin Chargaff,Eric Weinstein,Heraclitean Fire,,hvsnAAAAYAAJ,93.0,1868
Clay Shirky,Ryan Holiday,Here Comes Everybody,['Science'],xM5qAAAAMAAJ,252.0,1978
E. B. White,Hugh Jackman,Here is New York,['Business & Economics'],mafZyckH_bAC,327.0,2008
Alice Hoffman,Oprah Winfrey,Here on Earth,['Travel'],4m1wzpGdeHsC,58.0,2011-03-30
Frank Herbert,Elon Musk,Heretics of Dune,['Fiction'],0bnG2l8_YiMC,336.0,1999-07-01
Brad Meltzer,Simon Sinek,Heroes for My Son,['Fiction'],DJLqDwAAQBAJ,560.0,2020-07-07
Hermann Simon,Tom Peters,Hidden Champions of the Twenty-First Century,['Juvenile Nonfiction'],H4VKCwAAQBAJ,128.0,2016-10-25
Nick Hornby,Tim Ferriss,High Fidelity,['Business & Economics'],zoj3R9DuXwwC,402.0,2009-06-10
Elad Gil,Keith Rabois | Brian Armstrong | Max Levchin | Ryan Petersen | Kathryn Minshew | Aaron Levie | Reid Hoffman,High Growth Handbook,['England'],JYjuDwAAQBAJ,352.0,2020
Andrew S. Grove,Keith Rabois | Marc Andreessen | Mark Zuckerberg | Brian Armstrong | Tobi Lütke | Ben Horowitz | Ron Conway | Larry Ellison | Drew Houston | Brian Chesky,High Output Management,,9U1BuQEACAAJ,,2018-07-17
J. D. Vance,Bill Gates | Ben Shapiro | Bill Nye | Jason Calacanis,Hillbilly Elegy,['Business & Economics'],piCeCgAAQBAJ,272.0,2015-11-18
S. N. Dasgupta,Steve Jobs,Hindu Mysticism,['Social Science'],7Y9KDwAAQBAJ,288.0,2018-05-01
John Hersey,Alex Blumberg,Hiroshima,,UCc4ngEACAAJ,190.0,2013-10
Philip Pullman,Emma Watson | Soman Chainani,His Dark Materials Trilogy,['History'],ZIfnDwAAQBAJ,208.0,2020-06-23
Bertrand Russell,Sam Harris,History of Western Philosophy,['Juvenile Fiction'],mv38QymY18YC,933.0,2007
Thucydides,Ryan Holiday | Matt Mullenweg | Steven Pressfield,History of the Peloponnesian War,['Philosophy'],SA_hLTf__QMC,728.0,2013-04-15
J.M. Roberts,Paul Graham,History of the World,['Greece'],z10XAAAAYAAJ,683.0,1848
Derek Thompson,Daniel Pink | Fareed Zakaria | Tim Urban,Hit Makers,['History'],N1e9wAEACAAJ,1264.0,2007-08-30
Fredric Dannen,Daniel Ek,Hit Men,['Social Science'],CuZFDwAAQBAJ,368.0,2018-02-06
Satya Nadella,Bill Gates | Kishore Biyani,Hit Refresh,['Music'],aJTugyGjLOQC,432.0,2011-09-14
Christopher Hitchens,Sam Harris,Hitch-22,['Business & Economics'],kDeLDgAAQBAJ,288.0,2017-09-26
Ian Kershaw,Brandon Stanton,Hitler,['Biography & Autobiography'],g3x29UP5gnsC,448.0,2010-06-02
David Sklansky,Sam Altman,Hold 'em Poker,['Biography & Autobiography'],Clu5vSF3IIYC,1072.0,2013-03-07
Louis Sachar,Gretchen Rubin,Holes,['Games'],xxeGOVOGAc8C,110.0,1996-12-01
George Orwell,Ben Shapiro,Homage to Catalonia,['Juvenile Fiction'],NlA7LI8_Jk4C,265.0,2008-09-02
Wendell Berry,Michael Pollan,Home Economics,['History'],8rabAgAAQBAJ,264.0,1969-10-22
Yuval Noah Harari,Bill Gates | Naval Ravikant | Richard Branson | Vinod Khosla,Homo Deus,['Literary Collections'],d348PwAACAAJ,192.0,2009-05-01
Johan Huizinga,Stewart Brand,Homo Ludens,['Science'],H2t_CwAAQBAJ,464.0,2017-02-21
Patience Gray,Samin Nosrat,Honey From a Weed,['Social Science'],ALeXRMGU1CsC,220.0,1998
Jessica Mitford,J.K. Rowling,Hons and Rebels,['Cooking'],k54JAAAACAAJ,374.0,1997-03-01
Nir Eyal,Marc Goodman,Hooked,['Biography & Autobiography'],OMHqDAAAQBAJ,320.0,2016-11-22
Trina Paulus,"Mike Maples, Jr.",Hope for the Flowers,['Business & Economics'],dsz5AwAAQBAJ,256.0,2014-11-04
Rebecca Solnit,Alexandria Ocasio-Cortez,Hope in the Dark,['Fiction'],qXAsDwAAQBAJ,,2017-07-13
Joe Hill,Neil Gaiman,Horns,['Political Science'],qGjBCwAAQBAJ,188.0,2016-05-14
Thomas L. Friedman,Bill Gates,"Hot, Flat, and Crowded",['Fiction'],zMWMzPG3j38C,370.0,2010-02-16
Mark Z. Danielewski,Amelia Boone,House of Leaves,['Political Science'],BpkALHFTnhUC,528.0,2009-11-24
Andre Dubus III,Oprah Winfrey,House of Sand and Fog,['Fiction'],qGA_3RGqTkQC,709.0,2000
William H. Foege,Bill Gates,House on Fire,['Fiction'],-Lc-BAAAQBAJ,368.0,2014-08-21
Russ Roberts,Tim O’Reilly,How Adam Smith Can Change Your Life,['Medical'],C2Fk2OJ9wwQC,240.0,2011-06-06
Joe Studwell,Bill Gates | Patrick Collison,How Asia Works,['Business & Economics'],4PfaCwAAQBAJ,272.0,2015-10-13
Stewart Brand,Caterina Fake,How Buildings Learn,['Business & Economics'],dNs33Q1cAX0C,320.0,2013-07-02
Steven Levitsky,Barack Obama,How Democracies Die,['Architecture'],zkgRgdVN2GIC,252.0,1995-10-01
Tom Rath,Peter Mallouk,How Full Is Your Bucket?,['History'],TwtFDwAAQBAJ,320.0,2018
Eric Schmidt,Keith Rabois,How Google Works,['Juvenile Nonfiction'],NFPlDwAAQBAJ,32.0,2020-06-16
Matt Ridley,Naval Ravikant,How Innovation Works,['Business & Economics'],fEJ0AwAAQBAJ,320.0,2014-09-23
Garry Kasparov,Safi Bahcall,How Life Imitates Chess,,n3kOxQEACAAJ,416.0,2020-06-03
Jordan Ellenberg,Bill Gates | Keith Rabois | Nick Ganju,How Not to Be Wrong,['Business & Economics'],dRlW4jQ1fQEC,240.0,2010-08-10
Alain de Botton,Matt Mullenweg,How Proust Can Change Your Life,['Business & Economics'],_EQCDAAAQBAJ,480.0,2015
Gary C. Halbert,Neville Medhora,How To Make Maximum Money In Minimum Time,['Humor'],hl0fUeXFJv8C,208.0,2013-01-23
Dale Carnegie,Paul Graham | Warren Buffett | Dave Ramsey | Scott Adams | Dustin Moskovitz | Derek Sivers | Daymond John | DJ Vlad | Shay Carl | Ken Block | Strauss Zelnick,How To Win Friends and Influence People,"['Advertising, Direct-mail']",XGPEGwAACAAJ,111.0,1990
Horace Cooper,Donald Trump,How Trump is Making Black America Great Again,['Self-Help'],1rW-QpIAs8UC,320.0,2010-08-24
Clayton M. Christensen,"Mike Maples, Jr.",How Will You Measure Your Life?,['Political Science'],xaePyAEACAAJ,288.0,2020-04-28
Arthur Herman,Charlie Munger,How the Scots Invented the Modern World,['Business & Economics'],MWa_DQAAQBAJ,64.0,2017-01-17
Eliezer Yudkowsky,Liv Boeree,How to Actually Change Your Mind,['History'],3e9DAT257LkC,480.0,2007-12-18
Ronald Searle,Paul Graham,How to Be Topp,,YPWdvwEACAAJ,,2018-12-14
William J. Mann,Margaret Cho,How to Be a Movie Star,['Endowed public schools (Great Britain)'],l9XcAQAACAAJ,105.0,1992
Caitlin Moran,Emma Watson | Amanda Palmer,How to Be a Woman,['Biography & Autobiography'],lND3AwAAQBAJ,496.0,2009-10-21
Michael Pollan,Naval Ravikant | Tim Ferriss | Peter Attia | Aubrey Marcus | Vinod Khosla | Hamilton Morris | Paul Stamets | Yuval Noah Harari | Amelia Boone,How to Change Your Mind,['Feminism'],K3dul9hRZOMC,313.0,2011
Mark Bittman,Laura R Walker,How to Cook Everything,"['Body, Mind & Spirit']",5sKSDwAAQBAJ,480.0,2019-05-14
Jenny Odell,Barack Obama,How to Do Nothing,['Cooking'],En4sDwAAQBAJ,832.0,2017-11-07
Peter Kaminsky,Michael Pollan,How to Dress an Egg,['ART'],286MDwAAQBAJ,256.0,2019
Scott Adams,Naval Ravikant,How to Fail at Almost Everything and Still Win Big,['Cooking'],alSdDwAAQBAJ,272.0,2020-04-07
Kevin Ashton,Joel McHale,How to Fly a Horse,['Business & Economics'],7FZ6AcGmT0AC,256.0,2013-10-22
Mohsin Hamid,Tim Ferriss | Chris Sacca,How to Get Filthy Rich in Rising Asia,['Business & Economics'],E3XaCwAAQBAJ,336.0,2015
Felix Dennis,Neville Medhora,How to Get Rich,['Fiction'],fPdV1kep31QC,240.0,2013-03-05
Darrell Huff,Bill Gates | Neil deGrasse Tyson,How to Lie with Statistics,['Business & Economics'],rOW9cF_7rgsC,320.0,2008-06-12
Sarah Bakewell,Ryan Holiday | Marc Andreessen | Anthony Bourdain,How to Live,['Mathematics'],5oSU5PepogEC,144.0,2010-12-07
Dan S. Kennedy,Tim Ferriss,How to Make Millions with Your Ideas,['Biography & Autobiography'],CbFXtTYLV7cC,400.0,2010-10-19
Nicholas Boothman,Derek Sivers,How to Make People Like You in 90 Seconds or Less,['Business & Economics'],1kbu9BmuzZcC,264.0,1996
Douglas W. Hubbard,Nick Ganju | Julia Galef,How to Measure Anything,['Self-Help'],pH8IGavumXwC,203.0,2008-07-02
Mortimer J. Adler,Kevin Systrom,How to Read a Book,['Business & Economics'],vim9DAAAQBAJ,304.0,2016-07-25
Dinaw Mengestu,Barack Obama,How to Read the Air,['Language Arts & Disciplines'],Z5PpkQadm5EC,426.0,2011-05-10
Bjørn Lomborg,Bill Gates,How to Spend $50 Billion to Make the World a Better Place,['Fiction'],KBFcMJ82jXIC,320.0,2010-10-14
Bjørn Lomborg,Jordan Peterson,How to Spend $75 Billion to Make the World a Better Place,['Economic development'],vwlUmwEACAAJ,183.0,2013-06-01
Dale Carnegie,Tim Ferriss | Terry Crews,How to Stop Worrying and Start Living,['Economic development'],vwlUmwEACAAJ,183.0,2013-06-01
David France,Anderson Cooper,How to Survive a Plague,['Self-Help'],WSsXDQAAQBAJ,278.0,2016-09-17
Adele Faber,Brian Armstrong,How to Talk So Kids Will Listen & Listen So Kids Will Talk,['Health & Fitness'],LIqxCwAAQBAJ,640.0,2016-11-29
Leil Lowndes,Derek Sivers,How to Talk to Anyone,['Family & Relationships'],2KFcJln1ozIC,345.0,2012-02-07
Glenn Doman,Naval Ravikant,How to Teach Your Baby Math,['Business & Economics'],wH43PObvfugC,368.0,2003-09-22
Glenn Doman,Naval Ravikant,How to Teach Your Baby to Read,['Family & Relationships'],5CcRAAAACAAJ,242.0,2005-01
Mark Cuban,Jason Khalipa,How to Win at the Sport of Business,,PSisDwAAQBAJ,,
Victor O. Schwab,Scott Adams,How to Write a Good Advertisement,['Business & Economics'],AIy0VgBESqIC,67.0,2011-11-20
Bob Hoffman,Jocko Willink,"How to be Strong, Healthy and Happy",['Business & Economics'],yUVwCwAAQBAJ,196.0,2016-01-18
Donald L. Barlett,Elon Musk,Howard Hughes,['Sports & Recreation'],tnqXpwAACAAJ,456.0,2011-11-13
Allen Ginsberg,Darren Aronofsky,Howl and Other Poems,['Biography & Autobiography'],ivZGrgLszbcC,688.0,2011-04-11
Ludwig Von Mises,Charles Koch,Human Action,['Poetry'],J-Q_4oURLhoC,128.0,2013-04-04
Stuart Russell,Elon Musk,Human Compatible,['Business & Economics'],dmsiDAAAQBAJ,,2016-04-23
Lars Schoultz,Noam Chomsky,Human Rights and United States Policy Toward Latin America,['Technology & Engineering'],M1eFDwAAQBAJ,352.0,2019-10-08
Sean D. Murphy,Noam Chomsky,Humanitarian Intervention,['Political Science'],9L7_AwAAQBAJ,440.0,2014-07-14
Brandon Stanton,Chase Jarvis,Humans,['Political Science'],sZa_RlVjiSMC,427.0,1996-11-29
Jerry Kaplan,Brian Armstrong,Humans Need Not Apply,['Photography'],cHVqCgAAQBAJ,432.0,2015-10-13
William Ian Miller,Sam Harris,Humiliation,['Computers'],yatJCgAAQBAJ,256.0,2015-08-04
Roxane Gay,Emma Watson,Hunger,['Literary Collections'],a6GIohQF_BMC,270.0,1995
Carrie Brownstein,Emma Watson,Hunger Makes Me a Modern Girl,['Biography & Autobiography'],XJJVCgAAQBAJ,320.0,2017-06-13
Richard Rodriguez,Sam Altman,Hunger of Memory,['Biography & Autobiography'],pyBhDQAAQBAJ,256.0,2016-10-25
Allie Brosh,Bill Gates,Hyperbole and a Half,['Biography & Autobiography'],DuGoUZU-Zh4C,224.0,2004-02-03
Maxwell Nurnberg,Eric Weinstein,I Always Look Up the Word Egregious,['Humor'],rBNupiFKTGEC,288.0,2013-10-29
Malala Yousafzai,Jon Stewart,I Am Malala,['Vocabulary'],DoFlPwAACAAJ,290.0,1981-01-01
Nisargadatta Maharaj,Sam Harris,I Am That,['Biography & Autobiography'],U70sgPyfjDAC,336.0,2013-10-08
Dodie Smith,J.K. Rowling | Lisa Randall,I Capture the Castle,,brX5vQAACAAJ,142.0,2016-08-08
Ed Yong,Bill Gates,I Contain Multitudes,['Young Adult Fiction'],_X1EDgAAQBAJ,400.0,2017-10-10
Michela Wrong,Patrick Collison,I Didn't Do It for You,['Science'],4qzrCgAAQBAJ,368.0,2016-08-09
Terrence Real,Peter Attia,I Don't Want to Talk About It,['History'],Yz2kmFZqU1MC,480.0,2009-10-13
Charles Windolph,Jocko Willink,I Fought With Custer,['Self-Help'],t1oTjCzKPEsC,384.0,1999-03-11
James Webb,Jocko Willink,I Heard My Country Calling,['History'],E6t3ODKOQkkC,236.0,1987-06-01
Wally Lamb,Oprah Winfrey,I Know This Much Is True,['Biography & Autobiography'],d1woAgAAQBAJ,400.0,2014-05-20
Maya Angelou,Richard Branson,I Know Why the Caged Bird Sings,['Fiction'],KZpUyvnWdIoC,912.0,1999
Amy Sedaris,Jon Stewart,I Like You,['Biography & Autobiography'],Z2q_1A0nlvIC,288.0,2010-07-21
Nina Simone,Nicholas McCarthy,I Put a Spell on You,['Cooking'],2ptmJpNmHfwC,304.0,2008-10-22
Bob Hoffman,Jocko Willink,I Remember The Last War,['Music'],5FvQAQAACAAJ,208.0,1993-08-21
Kimberly King,Jocko Willink,I Said No!,['Sports & Recreation'],KdiOpwAACAAJ,256.0,2011-11-13
Verghese Kurien,Kishore Biyani,I Too Had a Dream,['Juvenile Fiction'],84aVPAAACAAJ,38.0,2008-09-01
Ramit Sethi,Mr. Money Mustache,I Will Teach You To Be Rich,['Biography & Autobiography'],O89bBAAAQBAJ,249.0,2012-12-27
Tim Kreider,Tim Ferriss,I Wrote This Book Because I Love You,['Business & Economics'],YtE6JJ78XLcC,266.0,2009-03-23
Charlie Plumb,Jocko Willink,I'm No Hero,['Biography & Autobiography'],Jh-zCwAAQBAJ,224.0,2018-02-06
Austin Channing Brown,Brené Brown,I'm Still Here,['Biography & Autobiography'],nSSNPQAACAAJ,287.0,1991
Robert Graves,Jordan Peterson,"I, Claudius",['Social Science'],7-stDwAAQBAJ,192.0,2018-05-15
Isaac Asimov,Shah Rukh Khan,"I, Robot",['Fiction'],ZqsaAwAAQBAJ,472.0,2014-03-06
Lee Iacocca,Ramit Sethi,Iacocca,['Fiction'],2vnbMzYXBQsC,304.0,2004-06-01
Peter Frank,Martin Polanco,Ibogaine Explained,['Biography & Autobiography'],UrUDoIDN2voC,365.0,1986
John Gribbin,Charlie Munger,Ice Age,,9tv3nAEACAAJ,76.0,2013-05-14
Sigurgeir Sigurjonsson,Anníe Mist Þórisdóttir,Iceland Small World,['Glacial epoch'],0EVRAAAAMAAJ,104.0,2001
Gwyn Hyman Rubio,Oprah Winfrey,Icy Sparks,,PBE7mwEACAAJ,118.0,2012
Francis Fukuyama,Bill Gates,Identity,['Fiction'],vNVrmr-lNPQC,336.0,2001-03-08
William Gibson,Jason Calacanis,Idoru,['Political Science'],OjpIDwAAQBAJ,240.0,2018-09-11
Richard Reed,Richard Branson,If I Could Tell You Just One Thing...,['Fiction'],r8ezxsszSr0C,400.0,2003-01-07
Philip Kerr,Lewis Cantley,If The Dead Rise Not,['Self-Help'],XppNDwAAQBAJ,304.0,2018-04-17
Primo Levi,Esther Perel | David Blaine,If This Is a Man and The Truce,['Fiction'],6bYBDAAAQBAJ,437.0,2011
Brenda Ueland,Guy Kawasaki,If You Want to Write,['History'],6ZyHAgAAQBAJ,400.0,2014-01-23
Stephen Webb,Elon Musk | Patrick Collison,If the Universe Is Teeming with Aliens ... Where is Everybody?,['Language Arts & Disciplines'],AdcIkLP2Wo8C,179.0,1987
John Drury Clark,Elon Musk,Ignition!,['Science'],Kp6g79LuKWEC,288.0,2002-10-04
Héctor García,Ryan Hoover,Ikigai,['Biography & Autobiography'],_JZcDwAAQBAJ,302.0,2018-05-23
Richard Bach,Naval Ravikant,Illusions,['Self-Help'],4UCnDQAAQBAJ,208.0,2017-08-29
Norman G. Finkelstein,Noam Chomsky,Image and Reality of the Israel-Palestine Conflict,"['Body, Mind & Spirit']",xi0DFLuAJGEC,128.0,2012-08-01
Freeman Dyson,Stewart Brand,Imagined Worlds,['History'],55NKCgAAQBAJ,288.0,2016-03-15
Amitava Kumar,Barack Obama,"Immigrant, Montana",,MOC8UJPuvO8C,216.0,1999
Neal Katyal,Judd Apatow,Impeach,['Fiction'],oQM9DwAAQBAJ,320.0,2018-07-31
Jessica Honegger,Brené Brown,Imperfect Courage,['Political Science'],4yG4DwAAQBAJ,224.0,2019-11-26
Carmen Simon,Scott Adams,Impossible to Ignore,['Self-Help'],I1dADwAAQBAJ,240.0,2018-08-14
Truman Capote,Ben Shapiro | Sam Harris,In Cold Blood,['Business & Economics'],lvnnCwAAQBAJ,256.0,2016-06-03
Michael Pollan,Richard Branson,In Defense of Food,['True Crime'],TH5uM_f0MRwC,396.0,2013-02-19
Fareed Zakaria,Anderson Cooper,In Defense of a Liberal Education,['Health & Fitness'],iOZFDwAAQBAJ,244.0,2009
David Wessel,Bill Gates,In FED We Trust,['Education'],_8YbBgAAQBAJ,176.0,2015-03-30
Ellen Bialystok,Tim Ferriss,In Other Words,['Business & Economics'],nSgC25PBTuUC,336.0,2009-08-04
Robert Kegan,Ray Dalio | Graham Duncan,In Over Our Heads,['Psychology'],r2djAAAAMAAJ,246.0,1994-11-09
Bruce Chatwin,Richard Branson,In Patagonia,['Psychology'],qQ6YlMKfyQ4C,396.0,1994
Bertrand Russell,Ed Cooke,In Praise of Idleness,['Travel'],-U7pirMQuZEC,240.0,2003-03-25
Junichiro Tanizaki,Tim Ferriss,In Praise of Shadows,['Philosophy'],CnlbMP_vBmgC,171.0,2004
Robert Mcnamara,Noam Chomsky,In Retrospect,['Antiques & Collectibles'],jCGwDwAAQBAJ,128.0,2019-11-07
Tom Peters,Ev Williams,In Search of Excellence,['Biography & Autobiography'],faIoDwAAQBAJ,576.0,2017-09-06
Marcel Proust,Alain de Botton,In Search of Lost Time,['Business & Economics'],3pzKm6fzCiIC,272.0,2008-08-29
Robert Rubin,Warren Buffett,In an Uncertain World,['Fiction'],-suMGsRiWRQC,864.0,2000-10-23
Neal Stephenson,Ev Williams,In the Beginning...Was the Command Line,['Business & Economics'],CqsG3SuHSXcC,427.0,2004
Eve Ensler,Emma Watson,In the Body of the World,['Computers'],T39vdDvyPzUC,160.0,2009-10-13
